conversation_id_str;created_at;favorite_count;full_text;id_str;image_url;in_reply_to_screen_name;lang;location;quote_count;reply_count;retweet_count;tweet_url;user_id_str;username
1,90E+18;Thu Feb 27 16:13:58 +0000 2025;0;bener2 worth it uang yg kepake beli merch or album mereka. EFISIENSI ANGGARAN yang tepat!;1,90E+18;;chogiwaulf;in;;0;0;0;https://x.com/chogiwaulf/status/1895145361498611950;1673212555;chogiwaulf
1,90E+18;Thu Feb 27 16:00:51 +0000 2025;0;Efisiensi anggaran program MBG Danantara dan berbagai permasalahan diulas malam ini. Bukti bahwa kepemimpinan saat ini butuh evaluasi secepat mungkin sebelum hancur lebur lebih jauh. Kami hanyalah sekumpulan pemuda dan mahasiswa yg resah akan negeri -nya yg terlalu ngeri https://t.co/XcNoxeH68U;1,90E+18;https://pbs.twimg.com/media/GkzlpvbbAAAuvHA.jpg;;in;Indonesia;0;1;0;https://x.com/rapliyes/status/1895142058635239535;1,73E+18;rapliyes
1,90E+18;Thu Feb 27 15:58:57 +0000 2025;0;Efisiensi anggaran komisi nasional disabilitas katanya dikurangi dari 5.6M jadi cuma 500jt. Ini pemerintah kalo sampe nekat buat tetep eksekusi gila bener sih. Negara seluas ini dg penyandang disabilitas yg ga sedikit malah dianggarin 500jt doang;1,90E+18;;;in;;0;0;0;https://x.com/Babiasik00/status/1895141579062681994;1,07E+18;Babiasik00
1,90E+18;Thu Feb 27 15:29:18 +0000 2025;1;Ini filmmaker indo lagi efisiensi anggaran juga kah apa apa kok reborn lah reboot lah lebih cocok jadi rumah bersalin ketimbang rumah produksi ;1,90E+18;;;in;Jakarta Capital Region;0;1;0;https://x.com/lemoongraz/status/1895134118377333162;118073391;lemoongraz
1,90E+18;Thu Feb 27 15:26:15 +0000 2025;0;Tapi kan anggaran pendidikannya kena efisiensi;1,90E+18;;;in;South East Asia;0;0;0;https://x.com/manusiaoffline/status/1895133352711331938;166887929;manusiaoffline
1,90E+18;Thu Feb 27 15:26:04 +0000 2025;0;efisiensi anggaran polban dipotong 58m internet cm dibayar 3 bulan WKKWKWKWKW;1,90E+18;;;in;;0;4;0;https://x.com/rinaisnotfound/status/1895133304095142061;1,65E+18;rinaisnotfound
1,90E+18;Thu Feb 27 15:23:00 +0000 2025;0;Di Pentagon bagian dari efisiensi dan peningkatan kinerja segala mainan sosial media dipreteli dan disuruh udahan. Di Indonesia kebalikannya total. Justru digas total sekarang ternakan bala daya jempol mengamankan anggaran.;1,90E+18;;;in;;0;0;0;https://x.com/_haye_/status/1895132532070588659;753553855;_haye_
1,90E+18;Thu Feb 27 15:21:54 +0000 2025;0;@04_zainal Pasti karena pemangkasan anggaran eh efisiensi deh;1,90E+18;;04_zainal;in;;0;0;0;https://x.com/rhe26120/status/1895132256962052097;1,77E+18;rhe26120
1,90E+18;Thu Feb 27 15:21:34 +0000 2025;0;Efisiensi Anggaran Disdikbud Lampung Layanan Pendidikan Tetap Prioritas Kamis (27/2/2025) Baca Selengkapnya di: https://t.co/41xfRKLDDz;1,90E+18;;;in;Bandar Lampung;0;0;0;https://x.com/LampungGehNews/status/1895132171628912761;363940365;LampungGehNews
1,90E+18;Thu Feb 27 15:12:24 +0000 2025;8;@DomLica_ @F_OllaJKT48 Yah namanya juga MV mode efisiensi anggaran~;1,90E+18;;DomLica_;in;;0;0;0;https://x.com/mailwolfmo/status/1895129867366314409;1,66E+18;mailwolfmo
1,90E+18;Thu Feb 27 14:59:47 +0000 2025;0;Efisiensi anggaran tai ajg pelatnas judo dibubarken;1,90E+18;;;in;05';0;0;0;https://x.com/mingyubobaa/status/1895126690197840353;1,34E+18;mingyubobaa
1,90E+18;Thu Feb 27 14:56:07 +0000 2025;0;Hanya karena efisiensi anggaran semua pemilik hotel kebakaran jenggot..kami siap memberikan solusi dan ide agar bangkit kembali Hub kami ke 08116135222 https://t.co/LZhnh2iTjl;1,90E+18;;;in;Indonesia;0;0;0;https://x.com/jondivar/status/1895125768608587825;131720346;jondivar
1,90E+18;Thu Feb 27 14:48:02 +0000 2025;0;@bbyeight0 kayaknya ga bakal ada pengumuman pemerintah karena efisiensi anggaran;1,90E+18;;bbyeight0;in;Malang, Jawa Timur;0;0;0;https://x.com/capridayyy/status/1895123732810866772;9,94E+17;capridayyy
1,90E+18;Thu Feb 27 14:47:34 +0000 2025;0;Gada ya 2025 mesti full efisiensi anggaran!! Berhematlahhh dan menabunggg!!;1,90E+18;;kupibandung;in;;1;1;0;https://x.com/kupibandung/status/1895123615269691839;1,81E+18;kupibandung
1,89E+18;Thu Feb 27 14:43:44 +0000 2025;0;dri Ini yang anda kurang baca. Silahkan baca baik baik jadi anggaran efisiensi itu ada yang dialihkan ke mbg. Ada yang dialihkan pemerikasaan kesehatan gratis . Ada yang dialihkan ke pembangunan sekolah. Anda sudah tahukan ada pem;1,90E+18;;PebriyanDwi_P;in;DKI Jakarta, Indonesia;0;1;0;https://x.com/adysufardyrifai/status/1895122651557118384;8,25E+17;adysufardyrifai
1,89E+18;Thu Feb 27 14:42:20 +0000 2025;0;@Strategi_Bisnis Efisiensi anggaran kayak disalahgunakan. Padahal yg di efisiensi ATK Perjalanan Dinas dan semacamnya. Tp narasi yg dilakukan malah merumahkan honorer dll.;1,90E+18;;Strategi_Bisnis;in;;0;0;0;https://x.com/Aditaahma/status/1895122300187615485;1,58E+18;Aditaahma
1,90E+18;Thu Feb 27 14:39:37 +0000 2025;0;[JUSTISSICA NEWS] Akhir-akhir ini kita semua diguncangkan dengan kebijakan pemerintahan mengenai efisiensi anggaran dana. Apakah Efisiensi Anggaran Dinilai Bagus di Mata Dosen? Dan bisa Berdampak Positif? https://t.co/ufHu6fBvnz;1,90E+18;https://pbs.twimg.com/media/GkzTB73WgAACtHd.jpg;;in;;0;1;0;https://x.com/LPMJustissica/status/1895121615471751571;1,11E+18;LPMJustissica
1,89E+18;Thu Feb 27 14:39:23 +0000 2025;0;@abiridwan2173 Pak info yg beredar klo tmt cpns dan pppk tahap 1 bisa mundur krna efisiensi anggaran. Benar ya ?;1,90E+18;;abiridwan2173;in;;0;0;0;https://x.com/thomhayyee/status/1895121557321896121;1,80E+18;thomhayyee
1,89E+18;Thu Feb 27 14:38:15 +0000 2025;0;@bahlilngntot Bener jir kena efisiensi (anggaran dipangkas);1,90E+18;;Jokowicarpenter;in;;0;0;0;https://x.com/pastelagaragar/status/1895121272579014710;1,77E+18;pastelagaragar
1,90E+18;Thu Feb 27 14:27:24 +0000 2025;1;Efisiensi Anggaran Seribuan Anak Telantar di Sleman Tak Dapat Bansos Tahun Ini Refocusing anggaran berdampak pada penyaluran bantuan sosial bagi anak telantar di Kabupaten Sleman. https://t.co/GvLjtIc0ui https://t.co/cCYy5mCZnN;1,90E+18;https://pbs.twimg.com/media/GkzQRTkWAAA7ka_.jpg;;in;Solo, Central Java, Indonesia;0;0;1;https://x.com/soloposdotcom/status/1895118541663125630;155169715;soloposdotcom
1,90E+18;Thu Feb 27 14:25:42 +0000 2025;0;@NorPujiansyah @04_zainal Pasti karena pemangkasan anggaran eh efisiensi deh;1,90E+18;;NorPujiansyah;in;;0;0;0;https://x.com/akupakaix/status/1895118111894069358;1,58E+18;akupakaix
1,89E+18;Thu Feb 27 14:19:57 +0000 2025;1;@fellexandro EFISIENSI MY ASS. PAPER GW CM BISA DI REIMBURSE AMA KAMPUS 1/3 SUBMISSION FEE KARNA ADA EFISIENSI ANGGARAN DAN PIHAK TU AMPE MINTA MAAF BERKALI KALI PADAHAL MEREKA YG NGURUSIN DAN GA SALAH APA APA BOWOJINGAN;1,90E+18;;fellexandro;in;;0;0;0;https://x.com/yippieyupii/status/1895116667438723213;534209808;yippieyupii
1,90E+18;Thu Feb 27 14:19:14 +0000 2025;0;Btw hari ini mendadak bener revisi anggaran! Udah ngasih taunya dadakan minta revisiannya jg cepet2! Kena efisiensi pulak! Sedih banget.. Padahal dana pinjaman luar negeri bukan dana APBN.. ;1,90E+18;;;in;Narnia;0;1;0;https://x.com/VD_126/status/1895116485091303498;120623511;VD_126
1,90E+18;Thu Feb 27 14:12:35 +0000 2025;1;Pakar Usul Investasi Bitcoin Guna Bayar Utang Usai Keberhasilan Prabowo Efisiensi Anggaran https://t.co/ebovSKHFEB;1,90E+18;;;in;Jakarta;0;0;0;https://x.com/dialek_id/status/1895114814038683864;1,53E+18;dialek_id
1,90E+18;Thu Feb 27 14:08:40 +0000 2025;1;1. Jahat Sekali ini Praktik Copet di BUMN RI Pertamina sbg Pemilik Hak Prioritas me-Monopoli pengadaan BBM di dalam Negeri Merugikan Rakyat se-Republik ini lbh dari Rp 1 Kuadriliun. Sementara Rakyat diminta EFISIENSI hingga Anggaran MBG tuk siswa dari Rp 15rb/pack turun https://t.co/0knKaWrMfY;1,90E+18;https://pbs.twimg.com/media/GkzL-Z1WgAEvPF3.jpg;;in;Email : ibswpusat@gmail.com;0;1;1;https://x.com/ibswNova/status/1895113825445388594;1201488523;ibswNova
1,90E+18;Thu Feb 27 14:04:34 +0000 2025;1;@prastow Mendingan ngga usah diberi anggaran. Sekalian Aja dihapus. Biar semua akhirnya tahu bagaimana para petinggi berpikir tentang Efisiensi.;1,90E+18;;prastow;in;Ing Madyo MangunKarso;0;0;0;https://x.com/Mangun666/status/1895112796775555077;1,47E+18;Mangun666
1,89E+18;Thu Feb 27 13:59:46 +0000 2025;0;@tanyarlfes Berapa tuch gaji die pak @prabowo ga mgkn pake rupiah kan? Katanya efisiensi anggaran lama2 anda di luar nurul kelakuannya ‍;1,90E+18;;tanyarlfes;in;;0;0;0;https://x.com/DietaAgus/status/1895111588748894287;1,84E+18;DietaAgus
1,90E+18;Thu Feb 27 13:30:27 +0000 2025;1;Tri Dharma itu wajib kegiatannya maka anggaran TD pun sudah jd hak dosen.Pengurangan perjadin workshop hotel tamu internasional penggunaan listrik air bensin bila perlu mobil dinas dijual ITU Efisiensi.Ini Hak Utama yang kepotong Pelanggaran HAM berat namanya. (UUD ps 28a-j) ;1,90E+18;;;in;Indonesia;0;1;0;https://x.com/agungsetiawanr/status/1895104208933974228;147879760;agungsetiawanr
1,90E+18;Thu Feb 27 13:06:46 +0000 2025;0;@berlianidris @prabowo Iya tolong stop aja karena di bawah pelaksananya kurang memadai. Bisa efisiensi anggaran juga kalo ini di stop. Program bagus cuma pihak pelaksananya terlihat menyepelekan mungkin memang belum siap.;1,90E+18;;berlianidris;in;Indonesia;0;0;0;https://x.com/Offisial_Hendra/status/1895098250857996316;213301098;Offisial_Hendra
1,90E+18;Thu Feb 27 13:00:02 +0000 2025;1;Wakil Ketua Komisi X DPR Lalu Hadrian ungkap isi rapat kerja dengan Mendiktisaintek. Salah satunya soal uang kuliah tunggal (UKT) imbas efisiensi anggaran. Mendiktisaintek Brian Yuliarto tegaskan UKT tidak akan naik. #detikfinance #DPR #Mendiktisaintek #UKT https://t.co/g4oImqiMlE;1,90E+18;https://pbs.twimg.com/ext_tw_video_thumb/1895041703079485443/pu/img/JSQDqnE83sjxr-Uh.jpg;;in;Jakarta, Indonesia;0;0;0;https://x.com/detikfinance/status/1895096555771748761;135795460;detikfinance
1,90E+18;Thu Feb 27 12:57:32 +0000 2025;0;Kelakuan pegawai dan tenaga Ahli pendamping desa main kartu di kantor @kemendespdt. Pantes lah @prabowo lakukan efisiensi anggaran pegawainya model kek gini. Pak @YandriSusanto pecat aja orang2 ini https://t.co/kJKXLaQ2wI;1,90E+18;https://pbs.twimg.com/ext_tw_video_thumb/1895095854312062976/pu/img/WPNMuzA7770V6WF9.jpg;;in;Jakarta Pusat, DKI Jakarta;0;0;0;https://x.com/Blogger_RI/status/1895095924399161586;1,66E+18;Blogger_RI
1,90E+18;Thu Feb 27 12:47:49 +0000 2025;10;Koar-Koar Efisiensi Anggaran... Anggaran Ndas mu Wo ....‼️ Ataukah Mungkin mereka sudah tau kalau Pertamax sudah tidak asli lagi makanya gak ngisi di SPBU Bangke Kali Pejabat Abmoral ini ;1,90E+18;;;in;Earth 🌍;0;0;7;https://x.com/INDONESIAPERKS4/status/1895093479057039842;1,61E+18;INDONESIAPERKS4
1,90E+18;Thu Feb 27 12:47:08 +0000 2025;2;@hnirankara Sipil diajak main tentara tentaraan habiskan anggaran Milyaran ditengah katanya Efisiensi makin mbel gedes aja mereka;1,90E+18;;hnirankara;in;;0;0;0;https://x.com/BanudoyoAgus/status/1895093310194360600;1,49E+18;BanudoyoAgus
1,90E+18;Thu Feb 27 12:43:47 +0000 2025;0;masalahnya buat jadi asn apalagi buat dapet sertifikasi itu sulit dan ribet. ditambah lagi sejak ada kebijakan efisiensi anggaran ini kuota buat ppg jadi makin kecil karena dipotong hampir 50 persen. jadi ya sabar sabar aja gais wkwk.;1,90E+18;;rentsaa;in;;0;0;0;https://x.com/rentsaa/status/1895092464714936615;2179627770;rentsaa
1,90E+18;Thu Feb 27 12:38:55 +0000 2025;0;Dari awal juga sudah ketahuan kok kalo model pemangkasan anggaran seperti ini akan mengganggu operasional pelayanan publik. Lah di awal K/L langsung ditarget angka efisiensi dengan mengecualikan belanja pegawai;1,90E+18;;;in;;0;0;0;https://x.com/BurnYaga/status/1895091240997396494;60234666;BurnYaga
1,89E+18;Thu Feb 27 12:33:27 +0000 2025;0;@JhonSitorus_18 @Divpropam FYI anggaran polri TNI dephan ternasuk yang tidak dipotong/tidak kena efisiensi..dan ketiga nya ternasuk tertinggi dalam jumlahnya;1,90E+18;;JhonSitorus_18;in;;0;0;0;https://x.com/Otongmararotong/status/1895089864355520568;89423354;Otongmararotong
1,90E+18;Thu Feb 27 12:27:05 +0000 2025;0;efisiensi anggaran = efisiensi proker ;1,90E+18;;;in;dont follow w/o my consent;0;1;0;https://x.com/marcelvoices/status/1895088264220197307;1,46E+18;marcelvoices
1,90E+18;Thu Feb 27 12:18:51 +0000 2025;0;Retret menteri hasilnya apa... retret kepala daerah hasilnya apa... Kalau cuma seremonial aja ya itu ngabisin anggaran namanya gak cocok dgn tema efisiensi ..;1,90E+18;;;in;;0;0;0;https://x.com/Newingz/status/1895086188937257245;8,85E+17;Newingz
1,90E+18;Thu Feb 27 12:15:31 +0000 2025;0;Bersama pengamat ekonomi yang lagi hits Muhammad Nalar Al Khair membahas serba-serbi isu ekonomi khususnya terkair efisiensi anggaran yang tengah dilakukan pemerintah. #PerekonomianMaju #MuhammadNalar #EfisiensiAnggaran #MakanBergiziGratis #Danantara #KaburAjaDulu https://t.co/pIHcZdPVlv;1,90E+18;https://pbs.twimg.com/ext_tw_video_thumb/1895085270879580160/pu/img/WJDo1Pv0USRqDbWc.jpg;;in;;0;0;0;https://x.com/ekonomimaju/status/1895085350751740007;1,20E+18;ekonomimaju
1,90E+18;Thu Feb 27 12:10:27 +0000 2025;0;Pemko Batam Targetkan Efisiensi Anggaran hingga Rp129 Miliar https://t.co/fDIvMyYp8f lewat @GoWest.ID;1,90E+18;;;in;Indonesia;0;0;0;https://x.com/gowestid/status/1895084078585798768;353758281;gowestid
1,90E+18;Thu Feb 27 12:09:12 +0000 2025;0;@Bali_Football Nah milu brrti efisiensi anggaran ;1,90E+18;;Bali_Football;in;Denpasar Selatan, Indonesia;0;0;0;https://x.com/ruudsurya/status/1895083761869693068;8,06E+17;ruudsurya
1,90E+18;Thu Feb 27 12:07:09 +0000 2025;0;@cisicheesecake @chulJD SI GMM MAH EMANG DARIDULU SUDAH EFISIENSI ANGGARAN ;1,90E+18;;cisicheesecake;in;;0;1;0;https://x.com/wehavetolives/status/1895083245580231015;516580843;wehavetolives
1,90E+18;Thu Feb 27 12:00:01 +0000 2025;0;Kemenkes pastikan layanan kesehatan haji tidak tidak terpengaruh oleh kebijakan efisiensi anggaran. Bahkan anggaran untuk obat-obatan lebih besar dari tahun kemarin. #detikfinance #Obat #Efisiensi #Kemenkes https://t.co/lckDRHa5Gz;1,90E+18;https://pbs.twimg.com/ext_tw_video_thumb/1895015108759429122/pu/img/BjhnM6JPYBwl5kCR.jpg;;in;Jakarta, Indonesia;0;0;0;https://x.com/detikfinance/status/1895081451411972185;135795460;detikfinance
1,90E+18;Thu Feb 27 11:50:50 +0000 2025;0;english football kena dampak efisiensi anggaran juga ta;1,90E+18;;;in;;0;0;0;https://x.com/SKlNNYDlPPlNGS/status/1895079140111622246;1,14E+18;SKlNNYDlPPlNGS
1,89E+18;Thu Feb 27 11:50:31 +0000 2025;0;@perupadata KPU minta anggaran Rp 486 M untuk gelar Pilkada ulang. Ini baru efisiensi ;1,90E+18;;perupadata;in;Home Sweet Home...;0;0;0;https://x.com/DW_Goen/status/1895079058230386819;2835211836;DW_Goen
1,90E+18;Thu Feb 27 11:47:54 +0000 2025;0;@Divpropam Polri ga dipotong anggaran ngapain efisiensi;1,90E+18;;Divpropam;in;Indonesian;0;0;0;https://x.com/yudi_bhe/status/1895078400953590015;158819859;yudi_bhe
1,90E+18;Thu Feb 27 11:41:33 +0000 2025;0;Hoax anjing efisiensi matamu hah presiden asu. Nohh rekrutmen TNI malah ditambah assuu. PNS malah dikurangi efisien anggaran giliran yg seprofesi malah disayang tai;1,90E+18;;;in;;0;0;0;https://x.com/white53116004/status/1895076804731510820;1,17E+18;white53116004
1,89E+18;Thu Feb 27 11:38:19 +0000 2025;1;@CNNIndonesia Kemarin anaknya dapat makan siang gratis orang tuanya di-PHK karena efisiensi anggaran. Sekarang kepala daerah dilarang belajar ke luar negeri. Gebrakan baru lagi tapi kira-kira yang dikorbankan apa kali ini?;1,90E+18;;CNNIndonesia;in;;0;0;0;https://x.com/Astryxar/status/1895075989719523462;1,89E+18;Astryxar
1,90E+18;Thu Feb 27 11:30:00 +0000 2025;1;Pengangkatan kreator konten Deddy Corbuzier sebagai Staf Khusus Menteri Pertahanan Bidang Komunikasi Sosial dan Publik 11 Februari lalu sempat menuai polemik. Selain karena pengangkatan di tengah kebijakan efisiensi anggaran pemerintah tak sedikit yang meragukan kapasitas https://t.co/gITeaewNQm;1,90E+18;https://pbs.twimg.com/ext_tw_video_thumb/1895040951640317952/pu/img/ALCGL-Zrnl8cLJGk.jpg;;in;Palmerah, Jakarta;0;0;0;https://x.com/hariankompas/status/1895073897965293717;255866913;hariankompas
1,90E+18;Thu Feb 27 11:15:43 +0000 2025;4;Bersih banget sampe anggaran juga bersih sih siiihhhh. Kami yg kerja jd abdi negara disuruh efisiensi. Kinerja disuruh tetep tp duit operasionalnya ngga ada. Sukses deh buat kelen.;1,90E+18;;;in;10110;0;0;1;https://x.com/_reginagata_/status/1895070302016852320;7,31E+17;_reginagata_
1,89E+18;Thu Feb 27 11:11:19 +0000 2025;0;@detikcom Ya konsep efisiensinya pa kabar? Semakin banyak org semakin ga efisiensi di anggaran dan tunjangan. Presiden kok otaknya kadang2 hidup kadang2 kayak otak Masy bansos;1,90E+18;;detikcom;in;;0;0;0;https://x.com/Iyo63579667/status/1895069195009958397;9,80E+17;Iyo63579667
1,90E+18;Thu Feb 27 11:06:10 +0000 2025;0;@BudhiSulistyo1 Oh ala Tapi sblm adanya efisiensi anggaran yo podo wae tuh ;1,90E+18;;BudhiSulistyo1;in;Rancho Cucamonga, CA;0;1;0;https://x.com/yusufgunawan/status/1895067900970704900;78619866;yusufgunawan
1,90E+18;Thu Feb 27 11:04:25 +0000 2025;0;Dampak efisiensi anggaran terjadi di mana-mana. KPU dan Bawaslu Pacitan mengembalikan kendaraan dinas karena dampak itu. https://t.co/pRPUdKsvgT;1,90E+18;;;in;Madiun;0;0;0;https://x.com/radarmadiunweb/status/1895067458517516327;1404018642;radarmadiunweb
1,90E+18;Thu Feb 27 10:58:30 +0000 2025;0;@kumparan Efisiensi anggaran wkwkwkwkwk;1,90E+18;;kumparan;in;Cimahi Tengah, Indonesia;0;0;0;https://x.com/inierpan/status/1895065970907193440;292287506;inierpan
1,90E+18;Thu Feb 27 10:55:20 +0000 2025;2;2. Prabowo menargetkan efisiensi sampai 750 T. Awalnya untuk MBG. Sekarang ketahuan efisiensi itu untuk investasi Danantara. Investasi itu jangan ambil anggaran rumah tangga uang sekolah anak2 uang les memecat ART kang kebun dll. Mereka itu aset #JokowiPredatorKorup;1,90E+18;;Zay34562;in;;0;0;4;https://x.com/Zay34562/status/1895065172705992901;1,54E+18;Zay34562
1,89E+18;Thu Feb 27 10:51:41 +0000 2025;0;@rizal_septyan Yakan kek udah ada. Kayak buat apa bikin lg the real buang² anggaran kgk masuk akal ngomong efisiensi;1,90E+18;;rizal_septyan;in;;0;0;0;https://x.com/anorishine_/status/1895064253805306302;426559651;anorishine_
1,90E+18;Thu Feb 27 10:29:20 +0000 2025;1;@narkosun Ngapain retret cuma ngabisin anggaran milyaran jika mental bangsat tetep aja jadi garong katanya efisiensi dari pada retret yang biaya mahal suruh saja itu para pejabat kepala daerah nonton sinetron azab Indosiar murah meriah. Apalagi yang nyamp;1,90E+18;https://pbs.twimg.com/ext_tw_video_thumb/1895058598020935680/pu/img/GXmXBvSaiLHkK59H.jpg;narkosun;in;;0;0;0;https://x.com/merindukan07/status/1895058628111147239;1,80E+18;merindukan07
1,90E+18;Thu Feb 27 10:29:06 +0000 2025;0;@yusufgunawan Efisiensi anggaran mas;1,90E+18;;yusufgunawan;in;Indonesia;0;1;0;https://x.com/BudhiSulistyo1/status/1895058572377235490;820685743;BudhiSulistyo1
1,90E+18;Thu Feb 27 10:27:04 +0000 2025;141;@hnirankara Ngapain retret cuma ngabisin anggaran milyaran jika mental bangsat tetep aja jadi garong katanya efisiensi dari pada retret yang biaya mahal suruh saja itu para pejabat kepala daerah nonton sinetron azab Indosiar murah meriah. https://t.co/N9X;1,90E+18;https://pbs.twimg.com/ext_tw_video_thumb/1895058024869376000/pu/img/FujO4txYdXOvkGuK.jpg;hnirankara;in;;0;1;8;https://x.com/merindukan07/status/1895058059749454113;1,80E+18;merindukan07
1,90E+18;Thu Feb 27 10:21:46 +0000 2025;0;Arief Rohman menjelaskan di tengah efisiensi anggaran sebagaimana instruksi pemerintah pusat pihaknya akan tetap memprioritaskan program yang dijanjikan saat kampanye sebelum terpilih sebagai Bupati Blora periode 2025-2030 https://t.co/eVoKmakiNW;1,90E+18;;;in;Pati, Indonesia;0;0;0;https://x.com/Mondescoid/status/1895056727030239526;1,74E+18;Mondescoid
1,90E+18;Thu Feb 27 10:18:31 +0000 2025;0;Ini anggaran efisiensi ko kerjaan gak ada efisiensi juga ya;1,90E+18;;;in;Jakarta Pusat, DKI Jakarta;0;0;0;https://x.com/chikorita139/status/1895055905986879624;1,21E+18;chikorita139
1,90E+18;Thu Feb 27 10:14:54 +0000 2025;1;ubur ubur ikan lele efisiensi anggaran?? siapa yang takut leee Dalam rangka mendukung program pemerintah dalam melakukan efisiensi anggaran Pusat Gempa Regional II selalu ada kok 24 jam full ya gess yaa dan tetap akurat lhooo.. Signal Gempa On Petugas Onduty On https://t.co/2Ged3A6pDz;1,90E+18;https://pbs.twimg.com/ext_tw_video_thumb/1895054831213256707/pu/img/sHATIsUaNOpBV0P-.jpg;;in;Banten, Indonesia;0;0;0;https://x.com/bmkgwilayah2/status/1895054996561109349;1,12E+18;bmkgwilayah2
1,89E+18;Thu Feb 27 10:14:16 +0000 2025;0;@AgungLa03498428 Jangan sampai ada daerah yang tertinggal! Dengan efisiensi anggaran semua wilayah bisa berkembang!;1,90E+18;;AgungLa03498428;in;;0;0;0;https://x.com/AdilaEreny/status/1895054836464525585;1,66E+18;AdilaEreny
1,90E+18;Thu Feb 27 10:13:55 +0000 2025;1;Mensos Gus Ipul menegaskan efisiensi anggaran yang dilakukan pemerintah tidak berimbas pada bantuan sosial kepada masyarakat. via @detiksumbagsel https://t.co/Xq4zVFn2oB;1,90E+18;;;in;;0;0;1;https://x.com/detikcom/status/1895054752154890407;69183155;detikcom
1,89E+18;Thu Feb 27 10:07:45 +0000 2025;0;@CNNIndonesia Nambah anggaran lagi. Ckck efisiensi nya mana;1,90E+18;;CNNIndonesia;in;Sidoarjo, Indonesia;0;0;0;https://x.com/adit_barih/status/1895053197334716637;1424463930;adit_barih
1,90E+18;Thu Feb 27 10:06:30 +0000 2025;0;Pak prabowo mending ngeburu itu para korupsi duitnya skala miliar ama triliun 1 org itu yang ditilep...dari pada efisiensi anggaran;1,90E+18;;;in;Dimana mana hatiku senang;0;1;0;https://x.com/Ferryfebri___/status/1895052884280254911;173482693;Ferryfebri___
1,90E+18;Thu Feb 27 10:03:46 +0000 2025;0;Kegiatan ini dilakukan guna memastikan optimalisasi penggunaan Pagu Anggaran Tahun Anggaran (TA) 2025 yang terkena Automatic Adjustment / Blokir Anggaran sesuai dengan kebijakan efisiensi anggaran yang ditetapkan pemerintah.;1,90E+18;;lampunggehh;in;Bandar Lampung, Lampung;0;0;0;https://x.com/lampunggehh/status/1895052196485701936;364003504;lampunggehh
1,90E+18;Thu Feb 27 10:00:01 +0000 2025;1;Pemungutan Suara Ulang di 24 Daerah KPU: Anggaran Mengacu pada Program Efisiensi https://t.co/m6umLWRus7;1,90E+18;;;in;Indonesia;0;0;0;https://x.com/KompasTV/status/1895051250322022529;71436318;KompasTV
1,90E+18;Thu Feb 27 09:31:37 +0000 2025;0;MotoGP Indonesia 2025 Terganggu Efisiensi Anggaran? Menpora Bilang Begini https://t.co/zxpkGj8red;1,90E+18;;;in;iNews Tower;0;0;0;https://x.com/officialinews_/status/1895044103542640952;132078023;officialinews_
1,90E+18;Thu Feb 27 08:55:03 +0000 2025;1;[𝗕𝗨𝗟𝗟𝗘𝗧𝗜𝗡 𝗔𝗞𝗔𝗗𝗘𝗠𝗜𝗞 𝗩𝗢𝗟. 𝟭𝟮] Halo Keluarga Mahasiswa S1 Akuntansi UPNVJ! Akhir-akhir ini lagi ramai banget soal efisiensi anggaran hingga Rp306 6 triliun yang diinstruksikan oleh Presiden Prabowo Subianto. https://t.co/X2OfZIHZrm;1,90E+18;https://pbs.twimg.com/media/GkyEMVQaoAAU710.jpg;;in;FEB UPNVJ;0;1;0;https://x.com/HIMA_S1AK/status/1895034901742919925;223468399;HIMA_S1AK
1,89E+18;Thu Feb 27 08:44:07 +0000 2025;0;@Mdy_Asmara1701 Gt kok efisiensi anggaran;1,90E+18;;Mdy_Asmara1701;in;Seoul, Republic of Korea;0;0;0;https://x.com/flavessss___/status/1895032149620990399;9,06E+17;flavessss___
1,90E+18;Thu Feb 27 08:38:46 +0000 2025;0;Efisiensi anggaran KONTOLL noh pejabat lu korupsi semua setann ber triliun2 BANGSATTT Rakyat pada susahh ngantri gas sampe ada yang mninggal bensin di oploss makanan anak skolah BASI. KONTOLL NIH NEGARA SETANN;1,90E+18;;;in;;0;0;0;https://x.com/yupikirsndiri/status/1895030806059643148;1,80E+18;yupikirsndiri
1,90E+18;Thu Feb 27 08:29:41 +0000 2025;1;Sambut Bulan Suci Ramadhan 1446 H Rutan Tarutung Gelar Pengarahan kepada WBP Terkait Pelaksanaan Puasa Serta Sosialisasi Pemberian Amnesti dan Efisiensi Anggaran Selengkapnya : https://t.co/c7myFmvrg3 https://t.co/hW45TXyT72;1,90E+18;https://pbs.twimg.com/media/Gkx-Yp3aoAEdnuC.jpg;;in;;0;0;0;https://x.com/rutan_tarutung/status/1895028517450227900;1,25E+18;rutan_tarutung
1,90E+18;Thu Feb 27 08:23:41 +0000 2025;0;Sektor Pendidikan Tidak Terdampak Efisiensi Anggaran https://t.co/69mtlbkiMa;1,90E+18;https://pbs.twimg.com/media/Gkx9BWfaoAIUJcK.jpg;;in;;0;0;0;https://x.com/riskidwis93/status/1895027008771600746;1,66E+18;riskidwis93
